LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1733303971.100572,435793.000,3457,1,T1,1,100,33.463
1733303971.233572,435926.000,3474,1,T1,1,100,33.519
1733303971.366572,436059.000,3505,1,T1,1,100,33.544
1733303971.500573,436193.000,3524,1,T1,1,100,33.519
1733303971.633573,436326.000,3541,1,T1,1,100,33.508
1733303971.766573,436459.000,3575,1,T1,1,100,33.539
1733303971.900574,436593.000,3591,1,T1,1,100,33.588
1733303972.033574,436726.000,3608,1,T1,1,100,33.573
1733303972.166575,436859.000,3645,1,T1,1,100,33.638
1733303972.300575,436993.000,3661,1,T1,1,100,33.560
1733303972.433575,437126.000,3679,1,T1,1,100,33.632
1733303972.566576,437259.000,3710,1,T1,1,100,33.735
1733303972.699576,437392.000,3728,1,T1,1,100,33.637
1733303972.833577,437526.000,3746,1,T1,1,100,33.737
1733303972.966577,437659.000,3777,1,T1,1,100,33.638
1733303973.099577,437792.000,3794,1,T1,1,100,33.560
1733303973.233578,437926.000,3811,1,T1,1,100,33.490
1733303973.366578,438059.000,3827,1,T1,1,100,33.496
1733303973.499579,438192.000,3859,1,T1,1,100,33.605
1733303973.633579,438326.000,3876,1,T1,1,100,33.510
1733303973.766579,438459.000,3895,1,T1,1,100,33.540
1733303973.900580,438593.000,3926,1,T1,1,100,33.553
1733303974.033580,438726.000,3943,1,T1,1,100,33.523
1733303974.166581,438859.000,3960,1,T1,1,100,33.687
1733303974.299581,438992.000,3991,1,T1,1,100,33.723
1733303974.433581,439126.000,4009,1,T1,1,100,33.632
1733303974.566582,439259.000,4025,1,T1,1,100,33.663
1733303974.699582,439392.000,4059,1,T1,1,100,33.642
1733303974.833583,439526.000,4076,1,T1,1,100,33.561
1733303974.966583,439659.000,4092,1,T1,1,100,33.456
1733303975.099583,439792.000,4109,1,T1,1,100,33.658
1733303975.233584,439926.000,4141,1,T1,1,100,33.639
1733303975.366584,440059.000,4157,1,T1,1,100,33.631
1733303975.499584,440192.000,4177,1,T1,1,100,33.699
1733303975.633585,440326.000,4208,1,T1,1,100,33.515
1733303975.766585,440459.000,4225,1,T1,1,100,33.471
1733303975.899586,440592.000,4242,1,T1,1,100,33.487
1733303976.033586,440726.000,4274,1,T1,1,100,33.495
1733303976.166586,440859.000,4290,1,T1,1,100,33.604
1733303976.299587,440992.000,4307,1,T1,1,100,33.722
1733303976.433587,441126.000,4343,1,T1,1,100,33.703
1733303976.566588,441259.000,4359,1,T1,1,100,33.659
1733303976.699588,441392.000,4376,1,T1,1,100,33.640
1733303976.833588,441526.000,4408,1,T1,1,100,33.560
1733303976.966589,441659.000,4424,1,T1,1,100,33.632
1733303977.099589,441792.000,4442,1,T1,1,100,33.735
