LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TH
1733303970.315569,435008.000,3325,1,TH,1,100,31.089
1733303970.448570,435141.000,3357,1,TH,1,100,31.089
1733303970.581570,435274.000,3374,1,TH,1,100,31.043
1733303970.715570,435408.000,3390,1,TH,1,100,31.043
1733303970.848571,435541.000,3424,1,TH,1,100,31.012
1733303970.981571,435674.000,3441,1,TH,1,100,31.012
1733303971.115572,435808.000,3458,1,TH,1,100,31.061
1733303971.248572,435941.000,3489,1,TH,1,100,31.061
1733303971.381572,436074.000,3506,1,TH,1,100,31.122
1733303971.514573,436207.000,3525,1,TH,1,100,31.122
1733303971.648573,436341.000,3542,1,TH,1,100,31.130
1733303971.781574,436474.000,3576,1,TH,1,100,31.137
1733303971.915574,436608.000,3592,1,TH,1,100,30.966
1733303972.048574,436741.000,3609,1,TH,1,100,30.966
1733303972.181575,436874.000,3646,1,TH,1,100,31.108
1733303972.314575,437007.000,3662,1,TH,1,100,31.108
1733303972.448575,437141.000,3680,1,TH,1,100,31.098
1733303972.581576,437274.000,3711,1,TH,1,100,31.098
1733303972.714576,437407.000,3729,1,TH,1,100,31.121
1733303972.848577,437541.000,3747,1,TH,1,100,31.121
1733303972.981577,437674.000,3778,1,TH,1,100,31.052
1733303973.114578,437807.000,3795,1,TH,1,100,31.060
1733303973.248578,437941.000,3812,1,TH,1,100,31.106
1733303973.381578,438074.000,3844,1,TH,1,100,31.106
1733303973.514579,438207.000,3860,1,TH,1,100,31.082
1733303973.648579,438341.000,3877,1,TH,1,100,31.082
1733303973.781579,438474.000,3896,1,TH,1,100,31.143
1733303973.914580,438607.000,3927,1,TH,1,100,31.143
1733303974.048580,438741.000,3944,1,TH,1,100,31.184
1733303974.181581,438874.000,3961,1,TH,1,100,31.184
1733303974.314581,439007.000,3992,1,TH,1,100,31.087
1733303974.448581,439141.000,4010,1,TH,1,100,31.087
1733303974.581582,439274.000,4026,1,TH,1,100,31.108
1733303974.714582,439407.000,4060,1,TH,1,100,31.115
1733303974.847583,439540.000,4077,1,TH,1,100,31.120
1733303974.981583,439674.000,4093,1,TH,1,100,31.120
1733303975.114583,439807.000,4125,1,TH,1,100,31.069
1733303975.248584,439941.000,4142,1,TH,1,100,31.069
1733303975.381584,440074.000,4158,1,TH,1,100,31.102
1733303975.514585,440207.000,4178,1,TH,1,100,31.102
1733303975.647585,440340.000,4209,1,TH,1,100,31.104
1733303975.781585,440474.000,4226,1,TH,1,100,31.104
1733303975.914586,440607.000,4243,1,TH,1,100,31.158
1733303976.047586,440740.000,4275,1,TH,1,100,31.158
1733303976.181587,440874.000,4291,1,TH,1,100,31.109
1733303976.314587,441007.000,4308,1,TH,1,100,31.117
1733303976.448587,441141.000,4344,1,TH,1,100,31.086
1733303976.581588,441274.000,4360,1,TH,1,100,31.086
1733303976.714588,441407.000,4377,1,TH,1,100,31.104
1733303976.847589,441540.000,4409,1,TH,1,100,31.104
1733303976.981589,441674.000,4425,1,TH,1,100,31.117
1733303977.114589,441807.000,4443,1,TH,1,100,31.117
